Hotel_name,Review_Title,Review_Text,Sentiment,Rating_Percentage,,,,
Park Hyatt,There is no business centre,There is no business centre. One doesn't expect a hotel of 4.5 star not to have a business centre.,3,71,,,,
Park Hyatt,Great high end hotel for the money,Excellent value for quality and service. Can't go wrong. Breakfast is top notch with Indian and continental options. Decor is subdued but stylish. Good for business or pleasure. Gym has modern equipment with an infinity pool. No problem with free wifi. Better deal than Leela Palace. Family was very happy and thought the hotel was on target.,3,86,,,,
Park Hyatt,Refuge in Chennai,"Excellent room and exercise facility. All around atmosphere was calm and comfortable. Main dining room offers both excellent food and service. Avoid Flying Elephant restaurant, stick to the main dining room.",3,80,,,,
The Residency Towers,nice central location,comfortable. not needed.bkhkhjuoipoioioi hkhghkhkhkjh ghjggjhghggg,3,100,,,,
The Residency Towers,It is very near the shopping district,The outside look and feel very good. They have a reasonably good restaurant,2,60,,,,
The Residency Towers,,"Very clean!
Great Service!",3,100,,,,
The Residency Towers,,Very nice hotel. Good location. However the sad part is that the 24 hours check in/ check out policy is not applicable for booking made on hotels.com . They said it is only valid when you book directly with the hotel.,3,80,,,,
The Residency Towers,comfortable and conveniently situated,The majority of staff at the reception and in the dinning hall were excellent and welcoming.,3,80,,,,
The Residency Towers,,good,3,80,,,,
The Residency Towers,,I saw a much better upkeep of the facility two years back,2,60,,,,
The Residency Towers,,"There was no confirmation of my booking as per their record.
I had to wait for 30 minutes",2,60,,,,
The Residency Towers,Great Hotel and you forgot that you are in India,"The room is clean, international standards, option of turning on ceiling lights if you prefer brighter otherwise is warm and cosy.

Toilet small but funtional and water pressure good (16th floor room).",3,80,,,,
The Residency Towers,Nice hotel at the middle of city,We had great experience in staying here. Check in and check out process was smooth and easy. Decent food options were available at the hotel. Staff were responsive and quick for any requests. Roof top restaurant and view of the city is one not to be missed.,3,100,,,,
The Residency Towers,Product Manager,Reception on arrival and at the restaurant is Excellent. Check-in and Check-out formalities were handled efficiently. Room is big in size. Ambience is excellent. Food quality at restaurant is good. Service representatives in restaurant took care so nicely - my special appreciation to them. The location of the hotel and the surrounding ambience are pleasant.,3,65,,,,
The Residency Towers,Decent hotel but buffet was not up to expectation,Decent hotel but buffet was not up to expectation. You can have better lunch or breakfast for that money,3,86,,,,
The Residency Towers,Close to all amenities,Really enjoyed the buffet food with it's wide variety,3,100,,,,
The Residency Towers,good**********************************************,EXCELLENT***************************************************************************************************************************************************************************************************************************************************************,3,65,,,,
The Residency Towers,Good experience,It was a good experience. We had a very wonderful time there. The service was excellent. They provide the best service. Thank you for such a wonderful experience. Keep up the good work and maintain the hotel as it is.,3,100,,,,
The Residency Towers,Great location and good services,"24 hrs check-in is the best part about this hotel. Service is great, Staff is helpful and friendly, food is good and excellent location. I always enjoy my stay here. However the Gym should be improved. More space is needed and equipment requires major upgrade.",3,86,,,,
The Residency Towers,Good hotel and nice location,Good hotel and nice location. Staff is very supportive and took great care. The pub is nice and ambience is awesome. I would strongly suggest this hotel for any business traveller. It is situated in the heart of city and in main market area.,3,86,,,,
The Residency Towers,Helpful staff and great service,"Great location, very close to city center and markets. Staff is very helpful and service is great. We had some special requests and they helped us with all of them. Enjoyed our stay. Would recommend to others.",3,86,,,,
The Residency Towers,Awesome experience,I will definitely stay this hotel on my next visit to Chennai. Very good ambience. Shopping centres nearby. Facilities are excellent Staff is also good and supportive,3,65,,,,
The Residency Towers,Was a nice place to stay,It has extremely great ambience and the rooms are good. Liked the experience. The buffet was costly however the food is good. The swimming pool was great and the gym facility was good. I enjoyed playing in the pool and the cleanliness of the pool was appreciable. Overall rating : 4. 5/5.,3,86,,,,
The Residency Towers,Nice Stay,Nice hotel with very good ambience. Nice reception and overall design. All locations are designed to feel good and spacious. People are very soft and gentle and skilled to serve all kind of guest including foreigners.,3,86,,,,
The Residency Towers,Very bad hospitality much more to improve,The hotel reception staff are very bad. Even the other services in the hotel is same only. I ordered fish fry but got very bad smelling really totally damaged one. Breakfast is also not up to the mark.,1,29,,,,
The Residency Towers,Very homely and safe environment,Very homely and safe environment. Breakfast excellent. The check in and check out was very simple. We called and asked for a late check-in and check out which was honoured. The hotel is centrally located in the heart of the shopping centre. The hotel was very safe as we were traveling single.,3,100,,,,
The Residency Towers,Overall experience was great,"Centrally located. Great food and rooms. Reasonably priced. Hotel has one of the very good pub, though the food quality was OK. Little disappointed with food at ""Southern Aroma"", my most favourite restaurant. Overall experience was great.",3,86,,,,
The Residency Towers,Hotel review,Complimentary breakfast was given by the hotel. The hotel was good. There was no delay in check in and checkout at the hotel. I was satisfied with this hotel stay. I didn’t use activity in the hotel.,2,57,,,,
The Residency Towers,Good hotel,Friendly  and  helpful  staff. Nice food. Clean rooms. Really enjoyed our stay. We stayed  at  this hotel  3 times before.  We go again.,3,100,,,,
The Residency Towers,One of my best hotel stays ever,"Excellent hotel. Great value for money. Great staff. I stayed for 2 nights, and hence was initially offered complimentary breakfast for  2 days only. I checked out the third day, after breakfast hours. Hence they were gracious enough to offer free breakfast for my family of 3 (which runs about US$ 25) for free.",3,100,,,,
FabHotel Blossoms T Nagar,Pictures are the service does not match ..,Pictures are the service does not match ..,1,40,,,,
FabHotel Blossoms T Nagar,,nice stay for my first night after arrival to India,2,60,,,,
FabHotel Blossoms T Nagar,Best Serviced Apartments,"The place is neat, rooms are adequate with all amenities, bedsheets are clean. Wifi connection is good. The place is walkable distance from T. Nagar which is a shopping area. Buffet breakfast at a restaurant downstairs is really good and serve wide variety. Staff is friendly and helpful, they assisted us whenever we needed. Overall happy with the stay!",3,100,,,,
FabHotel Blossoms T Nagar,Affordable Comfort,"A nice comfortable stay in heart of the city ,which also very affordable compared to others nearby",3,80,,,,
FabHotel Blossoms T Nagar,Good,I was stayed for official purpose ..It was located in the main city and very easy to locate and room appearence needs to improve . The Room has more sapce and is good to be there. Cleanliness was maintained .. Overall experience in service needs to improve.....,3,65,,,,
FabHotel Blossoms T Nagar,Located in the heart of the city,I have stayed there on a business visit. The first thing is the location of the apartments. It is in the heart of the city. (T. Nagar). Very easy booking procedure. Only thing about the morning complimentary breakfast quality is not enough. They can improve it. Overall very nice to stay.,3,71,,,,
FabHotel Blossoms T Nagar,"Maintained cleanliness, comfortable and good one","It was good staying there, the welcoming was good, maintenance was comfortable, breakfast can be added on with any hot drinks with it. People were good, cleanliness was maintained, service for any calls was good to fill up water bottles. Can have some more comfortable zones like games, added environment to like the place more. Just not to the see it as room alone, if it would be a more comfortable, the stay would be really memorable.",2,57,,,,
FabHotel Blossoms T Nagar,Average hotel experience and rooms are small,"Good hotel, I visited for official purpose. Service is average and room size that I got is small and very congested, may be other rooms are big as I am not sure. But economically the hotel is good which you stay with your family with less average charges. Food is below average which you will get only complimentary breakfast which is too bad. Otherwise hotel is good.",2,43,,,,
FabHotel Blossoms T Nagar,Good hotel but food needs to improve,"I have stayed 2 days on 30th and 31st March 2014 for Nestle company meeting. Service was good and the 3 rooms attached with a big hall that was not seen in any hotel really different. If a family stay they will feel like home. Need to improve in food quality and quantity, overall experience was very good.",3,71,,,,
FabHotel Blossoms T Nagar,Good location with average experience,"The hotel is located at a very strategic place from where all the things are very nearby and one would not face any challenge. Its not a very big hotel, however the staff is cooperative and we had to manage the food from outside mostly. Overall it was a very good location with average experience.",2,57,,,,
FabHotel Blossoms T Nagar,Hotel located well and staff are very friendly,"Business trip for two days, very nice hotel, location is good, close to us consulate, close to market place, Railway Station and Airport. Neat and clean, nice food, nice restaurant. Friendly staff with quality service. Enjoyed the stay.",3,86,,,,
FabHotel Blossoms T Nagar,The Best serviced apartment in chennai,"Blossom serviced apartment are a fully furnished apartment in Chennai that serves with excellent amenities and great customer care. This serviced apartment are a boon and more economically viable alternative to a hotel rooms. it has more space , convenience factor and great privacy level especially for family members and children .",1,29,,,,
FabHotel Blossoms T Nagar,Good location, average services,"The hotel is located at a nice place on Thanickchalam road in Chennai. However, the hotel did not had a any restaurant and you had to manage your food in the room only. The services were ok, however, the property is not very well managed. Most of the time only veg food was available and the concept of service apartment was not so greatly utilized.",2,57,,,
FabHotel Blossoms T Nagar,Location is the USP, no restaurant,This place is perfectly located in the heart of Chennai though it’s away from the noise of honking or vehicles moving at fast pace which is the USP of this hotel. Enjoyed my stay here and it’s easily accessible for my friends too to visit me when I am in Chennai. No food options available in-house but they do arrange for packed breakfast for you in the morning. The room are neat and clean and gives enough of peace in the night.,3,71,,,
FabHotel Blossoms T Nagar,Location is very good near T.Nagar,"Location is very good near T.Nagar, the best market area. We passed leisure time to stroll the market. Breakfast was free in the restaurant in the ground floor. The persons in the reception were well behaved and sober.",3,71,,,,
Peace Inn,Beach and temples.,The hotel was the best I had stayed in in India so far but a few issues annoyed me. The control panel for certain items in the room as in the air conditioner and the hot water heater so I had a few cold showers and a hot night.,3,80,,,,
Peace Inn,Stay cool,"Feeling very good and nice place, if we travel next time we want to book same the hotel. Hotel staff is very nice, they are co operative",3,86,,,,
Peace Inn,Excellent to stay,"Iam a frequent traveller all over India. After a long time I stayed in a v. Good hotel. 1st time I give 5 stars for hotels in India. So clean room, toilets, bed. Excellent staff. Thanks & continue good.",3,86,,,,
Peace Inn,Good facilities and clean room,Overall good to stay. Facilities and room are good. People are very cooperative. The facilities mentioned at the time of booking was said all provided. The room is very clean. Breakfast and room service are very good.,3,100,,,,
Peace Inn,Good value for money,"Good ambiance, clean rooms, staff is cooperative, except that the location is some 500 meters away from main road, superb service. Did not try the food as better options were available near by. Only problem is its location, otherwise value for money.",3,71,,,,
Peace Inn,Decent Hotel,The hotel is decent and good enough for 1 or 2 nights with family or friends. > Overall Simply Good. The MD is good and the staff is also good. > Location is a bit crowd and narrow roads. Cannot park vehicle outside the gate entrance. Should park vehicle inside and there is parking place also. > Near to Malls and restaurants.,3,71,,,,
Peace Inn,Good value for money and located conveniently,It was good enough and value to the money. Very near to Marina Beach. Services are good and food is okay.,3,86,,,,
Peace Inn,Nice hotel for stay,Hotel Peace Park Inn very good hotel for stay with family. This location is not good but hotel rooms & services are very good. Hotel reception is very good. Food is average. I like this hotel.,3,71,,,,
Peace Inn,Very difficult to locate hotel,Average. Hotel location not as per address given. Difficult to track hotel addres,2,60,,,,
Peace Inn,peace park inn,"Very cramped access road, impropper information on phone",1,40,,,,
Peace Inn,"Budget friendly, clean and neat hotel","I had been here for my brother admission. Hotel is very clean. Rooms are good bigger and AC works well. A great value for money. Food is awesome. Room service is also good. Check-in and checkout was done without any delay. Thanks to staff for so much of cooperation. Whatever pictures of hotel and rooms are there on their website, you will get the same thing in real.",3,86,,,,
Peace Inn,Calm and budget friendly place,"I had visited here for an business tour. Had an nice experience. Room could have been bigger, anyway room was clean and neat. Location of Hotel is quite difficult to find. Food was also good. But Parking place is quite not safe. Budget friendly hotel. Hope I will visit again.",3,86,,,,
Peace Inn,Rooms well-maintained and helpful staff,"Spent two nights in this Hotel in September, 2014. The room was clean and tidy, clean bathroom and aircon worked. Staff at this hotel were very helpful and the driver they arranged for a day trip was excellent. A nice cool clean haven to come back to after tramping around the streets of Chennai.",2,57,,,,
Peace Inn,Good for short stay, polite staff,Peace Park Inn is one of the best hotel. The rooms were huge and well decorated. Hotel atmosphere was calm and quite. Staff was polite and welcoming. Service was perfect. Food was tasty. Hotel has a small and beautiful garden. I would recommend this hotel for a short stay.,3,71,,,
Peace Inn,clean and big rooms,"I arrived late at night from Thailand looking forward to a drink at the bar only to be told that it is a Muslim hotel and alcohol is strictly forbidden. Other than that disappointment it was very clean good staff and good value. Probably a hotel that not too many westerners stay at, but good location.",3,80,,,,
Peace Inn,Nice hotel,Never came across any issues in this hotel. simply best...,3,80,,,,
Peace Inn,"The hotel is good, the food not so good","We stayed there for 2 days and I have to say, I am impressed. The locality was not so good, but the rooms were pretty neat, I have to admit. The hotel provides Wi-Fi facility for its customers to be connected at all times. Their reception of customers was really great and they even gave us rebate of 700/- INR. It's pretty close to the airport, so it’s a good choice for anyone.",3,71,,,,
Peace Inn,Good staff and not too good food,Hotel is in the mid of city & located near by Marina beach but very conjuncted space in front of hotel. Food is not so good for North Indian people staff is good & room service is ok hotel is good for middle class people only no space for parking.,2,57,,,,
Peace Inn,Nice place to stay for couple of days,"We stayed there for US Visa appointments and it was the best choice I think we made. Apart from the shabby ways, everything else was perfect. It is little inside, close to US consulate offices and marina beach. Hotel staffs were too good and helping. Overall, four out of five.",3,71,,,,
Peace Inn,nice room for recharge,"nice and clean, and though the neighbourhood seems somewhat dodgy, it's near to the beach and the main streets (with the awesome ananda bhawan restaurant just a few mins' walk away).",3,80,,,,
Peace Inn,nice place but approach is not so good,okay to stay for one day.Approach is not good but once you are in hotel it doesnt matter.,2,60,,,,
Peace Inn,,"Ok, not bad.",2,60,,,,
Peace Inn,Nice Beach Hotel,"I visited Chennai in the summer of 2014. This hotel is nice! It has high speed fans, A/C, & a useable bathroom.  My room was clean! Considering the price & location, this was a pleasant stay. The rooftop restaurant provides a kind service and tasty food! For mosquitoes, I suggest using repellant anywhere you go.",3,80,,,,
Radisson Blu GRT Chennai,Nice stay experience.,"Breakfast spread was good. Staff very good,helpful. Over all a comfortable stay.",3,80,,,,
Radisson Blu GRT Chennai,Convenient to airport but better hotels locally,"The hotel is average. Good service but rooms looking a bit worn and old fashioned. Not many places to relax and coffee shop not comfortable.
Food OK but not special for this level of hotel.",3,80,,,,
Radisson Blu GRT Chennai,"excellent place to stay, easy access to Chennai","Excellent food at the Hotel, plus reasonably priced.
All staff were very friendly.",3,100,,,,
Radisson Blu GRT Chennai,Helpful staff arranging local transportation,Excellent food especially breakfast buffet and supportive in arranging local transportation,3,100,,,,
Radisson Blu GRT Chennai,Not up to the mark,"I was traveling with my colleague from Italy, I found very average..the staff was good but I did not like the hotel it seems to be very old hotel had lots of mosquitos in the room. Very old furniture with old ihome system which is not compatible with the current iPhones and iPad. I expected more out of Radisson ..was not my best experience.",2,60,,,,
Radisson Blu GRT Chennai,small cluttered rooms but close to the airport,Main benefits of this hotel is proximity to the airport given the extremely heavy traffic in the mornings. Otherwise the hotel is not up to Radisson standards and the rooms are small and cluttered.,2,60,,,,
Radisson Blu GRT Chennai,,It felt like 4 ⭐️ Shabby. Very convenient to the airport.,2,60,,,,
Radisson Blu GRT Chennai,,"The hotel was kind enough to decorate the room for our night from wedding, the rooms looked great..",3,100,,,,
Radisson Blu GRT Chennai,,extremely good breakfast & lunch buffets with very helpful staff,3,80,,,,
Radisson Blu GRT Chennai,Very good hotel close to the airport,Rooms were of a very high standard and although we arrived about 9.30 our room was ready for us. Staff were very helpful.,3,100,,,,
Radisson Blu GRT Chennai,Very convenient,If work near airport then the best to be in. Very warm in service the good food make it more comfortable. The live music is amazing. The bodhi spa is just a name to sink in a relax mode. The most courteous staff.,3,86,,,,
Radisson Blu GRT Chennai,Convenient to Airport,Great place to relax after 17-hour flight to Chennai.,3,80,,,,
Radisson Blu GRT Chennai,Excellent property with very good staff,"Excellent property with very good staff, at all the places starting from the driver to the manager at the hotel. Really impressed with the ambience and the hospitality. The hotel is ideally located near the airport.",3,100,,,,
Radisson Blu GRT Chennai,Great stay experience,Great service and stay experience. Staff are always ready to provide service to fulfill the guest needs. Nice bar and buffet at the restaurant in the ground floor. Great hotel for business stay or for holiday. Easy to get around the hotel and also to get transport to get around the city.,3,86,,,,
Radisson Blu GRT Chennai,Nice accommodation with excellent hospitality,Excellent experience starting from the pickup at Airport to drop at Airport. Pre allotted room with precomputed registration and handing over of keys and other information in the car itself giving excellent feel. Nice spread of menu for breakfast and dinner. Well made rooms and other services.,3,86,,,,
Radisson Blu GRT Chennai,Value for Money,Superb hotel. Their hospitality was superb and all marks to them. The breakfast was superb. All was good. The airport pick and drop was excellent. Nothing wrong there. One touch service was excellent. The only weaker part was the room were old fashioned. They need to renovate it. Not really wrong with the room but the modern room this days are excellent. Worth the money.,3,86,,,,
Radisson Blu GRT Chennai,Good place for stay,Good neat hotel with friendly staff. Nearer to airport wit drop and pick up facility. Bit found food bit costlier. They do maintain a good quality. A perfect place to stay with family. Specially the club room with bathtub. Children shall enjoy the stay.,3,100,,,,
Radisson Blu GRT Chennai,Awesome experience,It was a good experience and was very close to the airport. Rooms where we spacious and also full with amenities. Food was also good. So overall experience was awesome and will stay again next time and also recommend to others,3,86,,,,
Radisson Blu GRT Chennai,Business hotel superb,I go to room verynice service excellent of antastic food taste wow rent very low &high everything is good fine very neat I love it all Chennai guys love to raddison hotel good,3,100,,,,
Radisson Blu GRT Chennai,Conversation was not that much,The location of the hotel was good. The appearance of the hotel was good. I didn’t face any problem to reach the hotel. There was no activity arranged by the hotel.,3,71,,,,
Radisson Blu GRT Chennai,Excellent,IT was very good experience for all our guest they have got good environment they where felling happy they enjoyed all meals & drinks they like the GYM & swimming poll they have got the time pass activity in hotel they where not feeling tried they where relaxed,3,71,,,,
Radisson Blu GRT Chennai,Conversation was not that much,I had visited this hotel for official purpose. The appearance of the hotel was good. The hotel was located in the centre of the city. The check in and checkout was done on time. The room was not so neat and clean.,3,86,,,,
Radisson Blu GRT Chennai,goood,Good hotel to stAy in Chennai. Fflhlxoxoxitxtxttcolgtcoxgxtixkrxrxfllxdridxfizgxoxixxtoxothcgchochcypyfcycoycyycyycpufotdtodtodotxyycpycyxpgxgpxyoxtoxpyxttxylhxpxphxogxttxxoh gcocgxggcogctcoggxotxoyxyxyocicotxotxxotxpyxyoxyoxoyxttxtixttxxhxoyyxxdypxyocyycogcxoxoycyycoyh,3,65,,,,
Radisson Blu GRT Chennai,Excellent staff & need some improvement,"Staff courtesy was excellent. My reservation issue was clarified immediately. I have 2 suggestions: 1. Need clothes hanging facility in the bathroom. 2. To have someone enumerate the facilities available for breakfast. It was confusing because many items were on offer, but had to be asked for.",3,86,,,,
Radisson Blu GRT Chennai,Very welcoming staff & Airport pickup is convenient.,"The staff were very helpfull and welcoming....

Airport pickup chauffeur service is great & Convenient!",3,100,,,,
Radisson Blu GRT Chennai,Good hospitality and lot of complimentary,"Hotel room were nice. Complimentary drink and foot massage. Staff was very good. I would recommend this hotel especially if you are taking flights. Close to airport, free transfers to airport.",3,80,,,,
Radisson Blu GRT Chennai,Great place to unwind after flying!,"This hotel had wonderful food, lounge, spa and rooms! We really appreciated this great choice of location to unwind after flying several hours from the US, and then flying out again the next day. The massage and spa staff were great, the breakfast was very enjoyable. We will definitely stay here again.",3,100,,,,
FabHotel Priyadarshini Park Mount Road,,Stay at the hotel is good for the given price. However it was mentioned in the booking email breakfast is included for three days stay. But hotel receptionist say it was not included and ask me to check at HOTELS.COM. I did not get any reply from Hotels.Com until I vacate the room. So I paid for my breakfast at the hotel.,3,80,,,,
FabHotel Priyadarshini Park Mount Road,Decent place,"Nothing much to write about as it was just one night to stay. Terrible breakfast , unclean plates cups etc. the first room they gave was smelling of cigarettes smoke fortunately they changed the room. AC was just about ok. Small tacky room",2,60,,,,
FabHotel Priyadarshini Park Mount Road,,"Overall good , room are need& regular cleaning. Hotel Staff are very good",3,80,,,,
FabHotel Priyadarshini Park Mount Road,clean hotel,Good hotel location is good,3,80,,,,
FabHotel Priyadarshini Park Mount Road,Average stay,I am giving the review as average just because I booked through MMT and got the deal at about 1150/- per day. If you are going for the hotel booking then they will charge about 2500/- etc. Which is absolutely not at all worth it. Rooms are OK if you get it at the range of 1000 to 1300.,2,57,,,,
FabHotel Priyadarshini Park Mount Road,Conversation was not that much,Radisson Hotel Delhi,2,43,,,,
FabHotel Priyadarshini Park Mount Road,Average,Pros Location-Value for business people they wnt stay at room fr long time Cons Very Old Building-Feels like the building will collapse at any time. Overall it is not well recommended but it's good for budget travellers,3,100,,,,
FabHotel Priyadarshini Park Mount Road,Old Rooms. Need renovation,Rooms are not maintained. Old rooms. Bed and mattresses need to replace. To maintain subsequent visit of guest stayed once all above required. Space in the room is also less.,3,65,,,,
FabHotel Priyadarshini Park Mount Road,Deba Mishra,Nice Hotel as located in main biz Dist) which saves local conveyence with lively bar. Rooms are worth of money paid with complimentary breakfast ... Above all allows 24hr check in and out,3,86,,,,
FabHotel Priyadarshini Park Mount Road,Its pleasant stay .. Just room service upsets me.,Everything up to mark. I mean i had pleasant stay only thing upsets me is room service .. Very bad response .. Apart of that everything was good. Its at prime location,3,71,,,,
FabHotel Priyadarshini Park Mount Road,Experience was not bad,"Rooms were small, can't accommodate the a third person. Service is bad, took 45 min to put a third bed, then 35 min to get a blanket. Breakfast is bad WiFi was disappointing Paid food is really good Rooms bathrooms are clean and well maintained.",3,71,,,,
FabHotel Priyadarshini Park Mount Road,Good location but need to improve on cleanliness,Service was decent. Food quality is average. Location is excellent. Rooms are also average only. Cockroaches in the bathroom and room. Very close to Marina and Chepauk stadium and connectivity to Chennai Central and other areas is very good. Worth only if you have a good deal online.,2,57,,,,
FabHotel Priyadarshini Park Mount Road,Good stay with reasonable rate,"Location and cleanliness is good, but as far as customer service is concerned, it is just average. Recommended for travelers to stay with reasonable rent. Since, the hotel is situated in Mount Road and it is accessible to all city areas. Food is just okay. Good for a quick stay.",2,57,,,,
FabHotel Priyadarshini Park Mount Road,Good stay with reasonable rate,"Ideally located average hotel, cleanliness is average, small rooms, good breakfast and situated in Mount Road accessible to all city areas. Behaviour of front office staff is good and recommended for travellers to stay with reasonable rent.",3,86,,,,
FabHotel Priyadarshini Park Mount Road,Good hotel with poor services,"Location and cleanliness is good. But as far as customer service is concerned, it is very worst. Even the manager doesn't respond well. Worst behaviour of staff. I didn't expect this kind of behaviour. It would be great if makemytrip does something about this.",2,57,,,,
FabHotel Priyadarshini Park Mount Road,nice stay,It was nice stay for me in this hotel because the location of the hotel was near to the city only. And staffs was also do operative. But manager of this hotel was tottaly good because I did not face any problem in this hotel related to the service food or anything. For me it was value for money. And if I will come in this city so I will stay here only,3,65,,,,
FabHotel Priyadarshini Park Mount Road,Can't expect much,"Location wise hotel is perfect, but maintenance is pathetic. Rooms were ok but bathroom was not hygiene. Food is fine. Better option for amount I paid. Booked it through Makemytrip at lowest fare I believe. Thanks to Makemytrip,. Totally I prefer not to go again.",2,57,,,,
FabHotel Priyadarshini Park Mount Road,A good stay good food Nice place Enjoyed my stay in Chennai,Was good.Hotel room was alright food too good service and nice locationNothing else .... .. ........................ . .............................................................................. .......................,3,86,,,,
FabHotel Priyadarshini Park Mount Road,Hotel was very good,I had visited this hotel alone for official trip. The hotel was very good. The location of the hotel was good. The hotel was nearby the railway station. The appearance of the hotel was good. The check in and checkout was done on time at the hotel. The overall service of the hotel was good. The provided room was very dirty at the hotel. The activity was not arranged by the hotel. I don’t have any suggestion for this hotel.,1,29,,,,
Holiday Inn Express Chennai Mahindra World City,Great place for a night or two stay.,"I think it was good, front desk team were very accommodating and courteous. Food was great and in room dining were very prompt. As a whole it's a good experience.",3,80,,,,
Holiday Inn Express Chennai Mahindra World City,Good stay,Great hospitality,3,100,,,,
Holiday Inn Express Chennai Mahindra World City,pride in terms of location & quality of service,i enjoyed lot .excellent hospitality,3,100,,,,
Holiday Inn Express Chennai Mahindra World City,I wish there was another option in MWC,I didn't like it here. But if you're working in Mahindra World City you don't have any choice. A little competition could probably help things. Staff is nice. Hotel is blah.,2,60,,,,
Holiday Inn Express Chennai Mahindra World City,"new, clean, comfortable",great for people who come to visit Mahindra Tech City. Will save you from travelling back to the city in the evening.,3,100,,,,
"The Raintree, St. Mary's Road",A decent hotel,"I stayed there for one night, everything was great especially the helpful staff and breakfast, but there were visible stains noted on the bed sheet not sure if they changed the bed sheet or night.",3,80,,,,
"The Raintree, St. Mary's Road",Just Lovely!,Great location with airport transport. Breakfast was bountiful! Rooms were clean and spacious with Mini bar coffee maker and hair dryer. Roof top pool resteraunt and bar were amazing with a Daily Happy Hour! aC and Wifi!,3,100,,,,
"The Raintree, St. Mary's Road",Great hotel esp for a single woman traveler,"Had a great experience. I was travelling and staying here alone. Got a comfortable room near the elevator. Quick check-in and checkout. The room was very comfortable, as was the breakfast. Would definitely stay here again.",3,100,,,,
"The Raintree, St. Mary's Road",,Good Hotel with decent experience. Very courteous staff.,3,100,,,,
"The Raintree, St. Mary's Road","Excellent, over top service.",This was our first stay in india after we landed in chennai and started our 3 week trek across southern india. A splurge that we're glad we made. Helped us adjust our barrings. Its in a good neighborhood to walk around and explore. Staff was great. Highly recommend.,3,100,,,,
"The Raintree, St. Mary's Road","Nice hotel, horrible service","I stayed at Raintree with a few friends and while the facilities are great, the staff were rude and unaccommodating. I have two words to describe their attitude towards us - 'passive aggressive'. I was told this is a 5 star hotel. I can hardly believe that. Had a disappointing time because of the service. Facilities are great. Food is overpriced.",1,40,,,,
"The Raintree, St. Mary's Road",,Great experience. Really good hotel with very professional and friendly staff. They are more than willing to go the extra mile to ensure a pleasant stay.,3,100,,,,
"The Raintree, St. Mary's Road",Stay away from the wine,"Be careful with the taxes on your food order, while the food prices was as expected, I ended up paying about 25 usd for a glass of wine, supposedly house wine, because of \""heavy local taxes\"". I wish I had been informed before receiving the bill...",3,80,,,,
"The Raintree, St. Mary's Road",Very nice hotel with friendly staff,"Overall very good, quick WiFi.",3,80,,,,
"The Raintree, St. Mary's Road",Great hotel and breakfast buffet,Great hotel and breakfast buffet. Outstanding staff. Stayed with my family but probably ideal for the business traveler.,3,100,,,,
"The Raintree, St. Mary's Road",Nice Hotel with Amazing Breakfast Spred,"Raintree is a good hotel located in heart of Chennai. Room was spacious and Nice. Breakfast was amazing with at-least 4 cuisines on the spread. A visist at night to the rooftop lounge is recommended for the views. But if you are  on Business, be careful as internet is unstable and spotty. Recommended if business is not on your mind",3,100,,,,
"The Raintree, St. Mary's Road",,"We had a very good stay. All the staff were attentive and helpful particularly my special needs for a man of 84 years old.
However the room was not adequately furnishes. Needs at least 2 chairs for husband and wife to sit and  drink Tea.",3,80,,,,
"The Raintree, St. Mary's Road",just like home,i work all over the world and hotels are part of my life the Raintree St. Marys is absolutely wonderful the staff from top management to resteraunt staff and housekeeping are very friendly and accomadating they make you feel at home but with better service :) definitley recomend this place for business or vacation . the location is great and they have three resteraunts all with great food,3,100,,,,
Taj Club House,Excellent Business Hotel.,"Excellent Service, Very Clean and Good Rooms. Helpful staff.",3,100,,,,
Taj Club House,Club house Chennai,"This is a lovely hotel and the staff are very attentive. 
There is no alcohol served at this hotel which did not bother me but was a surprise to my colleagues so if you like to have a glass of wine with dinner it's not possible. 
Good location however close to businesses.",3,100,,,,
Taj Club House,,Taj quality is unparalleled. Attention to details makes the difference.,3,100,,,,
Taj Club House,Truly wonderful stay!,"This is a wonderful hotel - absolutely five-star service throughout the property! Everyone made me feel welcomed and valued. Plus, the breakfast is sumptuous, and the Indian restaurant is quite amazing!",3,100,,,,
Taj Club House,Amazing service at the Taj Club House,It was amazing. They went out of their way to accommodate our requests!,3,100,,,,
Taj Club House,Jewel hotel,"Extremely courteous staff
Very helpful and attentive will do all they can to make your stay enjoyable and pleasurable 
Can find no fault with my experience or stay 
Loved my stay!",3,100,,,,
Taj Club House,"Close to 2 shopping centres, nice and quiet","Service minded staff, who attended to the residents’ requirements in a professional and courteous manner. Buffet breakfast was excellent with a variety that suits both Westerners and Indians. We tried vegetarian curries and Nan breads in ‘Beyond Indus restaurant’ on a number of occasions and must admit that the quality and freshness was superb.",3,100,,,,
Taj Club House,An oasis for the city traveller,"An oasis of comfort in a busy chaotic town. A very pleasant and restful,a place I looked forward to returning after each day's foray into the busy city.",3,100,,,,
Taj Club House,,Nice hotel at the heart of town.. close to everything,3,100,,,,
Taj Club House,Its a nice hotel just across Mount Road/Anna Salai,"Room was OK but not a five star like experience as the rooms look old and bulb fixtures, bed frame looks old.",3,80,,,,
Taj Club House,Valet Parking & Vegan Food,"Valet parking: the ac control switch near driver's seat was broken hence self parking & having the car keys with the guests is recommended
Vegan food: their is no specific menu for vegan, in vegetarian 1 or 2 items are only vegan. Hence would not recommend breakfast here for vegans",2,60,,,,
